breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,sizes,product_details,URL
"Men,Designers,Birkenstock 1774,Shoes,Sandals & slides",https://www.mytheresa.com/media/1094/1238/100/74/P00957565.jpg,Birkenstock 1774,Arizona suede sandals,€ 285,€ 171,40% off,"EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: suede, rubber,Lining: rubber,Sole: leather insole, rubber sole,Toe shape: round open toe,Made in Germany,Includes: shoe box, dust bag,Designer color name: Dark Navy,Closure: buckle fastening,Item number: P00957565,True to size,Half sizes please take the next size down,European sizes,Birkenstock width: normal feet,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/birkenstock-1774-arizona-suede-sandals-blue-p00957565
"Men,Designers,Tod's,Shoes,Boots,Lace up boots",https://www.mytheresa.com/media/1094/1238/100/36/P00950286.jpg,Tod's,Suede lace-up boots,€ 580,€ 290,50% off,"UK 6 / EU 39.5,UK 7 / EU 40.5/41,UK 7.5 / EU 41/41.5,UK 8 / EU 42,UK 8.5 / EU 42.5/43,UK 9 / EU 43/43.5,UK 9.5 / EU 44,UK 10 / EU 44.5,UK 10.5 / EU 45/45.5,UK 11 / EU 45.5/46,UK 11.5 / EU 46.5,UK 12 / EU 47,UK 13 / EU 48/48.5","Upper: suede,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bags, extra laces,Designer color name: Bronzo Medio,Item number: P00950286,Fits large to size - we recommend trying one size smaller,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-suede-lace-up-boots-brown-p00950286
"Men,Designers,Roa,Shoes,Slippers",https://www.mytheresa.com/media/1094/1238/100/d9/P00962011.jpg,Roa,Slip-on shoes,€ 195,€ 97,50% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: fabric, rubber,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in China,Includes: shoe box,Designer color name: Brown Gum,Item number: P00962011,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/roa-slip-on-shoes-brown-p00962011
"Men,Designers,Roa,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/9e/P00962013.jpg,Roa,Katharina hiking boots,€ 330,€ 198,40% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: leather, rubber,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in China,Includes: shoe box,Designer color name: Midnight Blue Black,Closure: lace-up,Item number: P00962013,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/roa-katharina-hiking-boots-blue-p00962013
"Men,Designers,Roa,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/cb/P00962002.jpg,Roa,Pala leather Mary Jane shoes,€ 410,€ 205,50% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: leather, rubber,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box,Designer color name: Syrah Black,Item number: P00962002,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/roa-pala-leather-mary-jane-shoes-black-p00962002
"Men,Designers,Athletics Footwear,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/a3/P00964705.jpg,Athletics Footwear,One Remastered sneakers,€ 185,€ 148,20% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in China,Includes: shoe box,Designer color name: White / Gum,Closure: lace-up,Item number: P00964705,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/athletics-footwear-one-remastered-sneakers-white-p00964705
"Men,Designers,Roa,Shoes,Slippers",https://www.mytheresa.com/media/1094/1238/100/11/P00962010.jpg,Roa,Slip-on shoes,€ 195,€ 97,50% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: fabric, rubber,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in China,Includes: shoe box,Designer color name: Black,Item number: P00962010,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/roa-slip-on-shoes-black-p00962010
"Men,Designers,Roa,Shoes,Boots,Lace up boots",https://www.mytheresa.com/media/1094/1238/100/51/P00962005.jpg,Roa,Andreas hiking boots,€ 395,€ 237,40% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in China,Includes: shoe box,Designer color name: Olive Brown,Item number: P00962005,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/roa-andreas-hiking-boots-green-p00962005
"Men,Designers,Tod's,Shoes,Derby Shoes",https://www.mytheresa.com/media/1094/1238/100/af/P00642289.jpg,Tod's,Suede Derby shoes,€ 499,€ 349,30% off,"UK 6 / EU 39.5,UK 6.5 / EU 40,UK 7 / EU 40.5/41,UK 7.5 / EU 41/41.5,UK 8 / EU 42,UK 8.5 / EU 42.5/43,UK 9 / EU 43/43.5,UK 9.5 / EU 44,UK 10 / EU 44.5,UK 10.5 / EU 45/45.5,UK 11 / EU 45.5/46,UK 11.5 / EU 46.5,UK 12 / EU 47,UK 13 / EU 48/48.5","Lining: leather,Sole: leather insole, rubber sole,Upper: cow leather,Toe shape: round toe,Closure: lace-up,Designer color name: Testa Moro,Made in Italy,Item number: P00642289,True to size,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-suede-derby-shoes-brown-p00642289
"Men,Designers,Athletics Footwear,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/f2/P00964703.jpg,Athletics Footwear,One Remastered sneakers,€ 160,€ 128,20% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in China,Includes: shoe box,Designer color name: Clear / Sky,Closure: elasticated strap,Item number: P00964703,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/athletics-footwear-one-remastered-sneakers-white-p00964703
"Men,Designers,Asics,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/94/P00960110.jpg,Asics,UB7-S GT-2160 sneakers,€ 125,€ 100,20% off,"US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43.5,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 46,US 12 / EU 46.5,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: rubber insole and sole,Toe shape: almond toe,Made in Cambodia,Includes: shoe box,Designer color name: Dark Neptune/Pure Silver,Trim: rubber,Item number: P00960110,Fits slightly small to size - we recommend trying a half size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/asics-ub7-s-gt-2160-sneakers-silver-p00960110
"Men,Designers,Asics,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/0c/P00960106.jpg,Asics,Gel-Kayano 14 sneakers,€ 135,€ 108,20% off,"US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43.5,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 46,US 12 / EU 46.5,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Cream/Denim Blue,Item number: P00960106,Fits slightly small to size - we recommend trying a half size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/asics-gel-kayano-14-sneakers-white-p00960106
"Men,Designers,Athletics Footwear,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/6e/P00964702.jpg,Athletics Footwear,One Remastered sneakers,€ 160,€ 128,20% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in China,Includes: shoe box,Designer color name: White / Ivy,Closure: lace-up,Item number: P00964702,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/athletics-footwear-one-remastered-sneakers-white-p00964702
"Men,Designers,Asics,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/15/P00960119.jpg,Asics,Gel-Kayano 14 sneakers,€ 135,€ 108,20% off,"US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43.5,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 46,US 12 / EU 46.5,US 13 / EU 48","Upper: fabric, rubber,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: White/Cream,Item number: P00960119,Fits slightly small to size - we recommend trying a half size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/asics-gel-kayano-14-sneakers-white-p00960119
"Men,Designers,Hoka One One,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/95/P00702289.jpg,Hoka One One,Bondi 8 running shoes,€ 145,€ 116,20% off,"US 7 / EU 40,US 8 / EU 41 1/3,US 9 / EU 42 2/3,US 10 / EU 44,US 11 / EU 45 1/3,US 12 / EU 46 2/3,US 13 / EU 48","Upper: fabric,Toe shape: round toe,Sole: fabric insole, rubber sole,Made in Vietnam,Comes with a box,Designer color name: Sharkskin/Harbor Mist,Closure: lace-up,Lining: fabric,Item number: P00702289,Fits small to size - we recommend trying one size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/hoka-one-one-bondi-8-running-shoes-grey-p00702289
"Men,Designers,Norda,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/5d/P00781406.jpg,Norda,001 trail running shoes,€ 219,€ 175,20% off,"US 8 / EU 40 2/3,US 8.5 / EU 41 1/3,US 9 / EU 42,US 9.5 / EU 42 2/3,US 10 / EU 43 1/3,US 10.5 / EU 44,US 11 / EU 44 2/3,US 11.5 / EU 45 1/3,US 12 / EU 46,US 12.5 / EU 46 2/3,US 13 / EU 47,US 14 / EU 48","Lining: rubber, fabric,Toe shape: round toe,Sole: fabric insole, rubber sole,Upper: rubber, fabric,Closure: lace-up,Designer color name: Wht/Gum,Comes with a box,Comes with dust bag,Made in China,Item number: P00781406,Fits slightly small to size - we recommend trying a half size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/norda-001-trail-running-shoes-white-p00781406
"Men,Designers,Lanvin,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/de/P00734410.jpg,Lanvin,Clay leather low-top sneakers,€ 455,€ 227,50% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Lining: leather, fabric,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Portugal,Closure: lace-up,Designer color name: White,Upper: fabric, leather,Comes with a box,Item number: P00734410,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/lanvin-clay-leather-low-top-sneakers-white-p00734410
"Men,Designers,On,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/5e/P00784339.jpg,On,The Roger Centre Court sneakers,€ 179,€ 143,20% off,"US 7 / EU 40,US 8 / EU 41,US 9 / EU 42.5,US 10 / EU 44,US 11 / EU 45,US 12 / EU 47,US 13 / EU 48","Upper: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in Vietnam,Comes with a box,Designer color name: White | Gum,Closure: lace-up,Lining: fabric,Item number: P00784339,True to size,Half sizes please take the next size up,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/on-the-roger-centre-court-sneakers-white-p00784339
"Men,Designers,Dolce & Gabbana,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/54/P00448385.jpg,Dolce&Gabbana,Portofino low-top leather sneakers,€ 585,€ 409,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Upper: leather,Closure: lace-up,Designer color name: White/Dark Gold,Made in Italy,Item number: P00448385,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/dolce-gabbana-low-top-leather-sneakers-with-logo-white-p00448385
"Men,Designers,Valentino Garavani,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/a3/P00440038.jpg,Valentino Garavani,VL7N leather-trimmed sneakers,€ 665,€ 465,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Lining: leather,Upper: fabric,Sole: leather insole, rubber sole,Toe shape: round toe,Trim: leather,Designer color name: Bianco/Ghiaccio/Nero,Closure: lace-up,Made in Italy,Item number: P00440038,Fits large to size - we recommend trying one size smaller,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/valentino-garavani-valentino-garavani-vl7n-sneakers-white-p00440038
"Men,Designers,Loewe,Shoes,Boots,Ankle boots",https://www.mytheresa.com/media/1094/1238/100/6d/P00956062.jpg,Loewe,Campo leather biker boots,"€ 1,095",€ 657,40% off,"EU 41,EU 42,EU 43,EU 44,EU 45","Upper: leather,Lining: leather,Sole: leather insole and sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bags,Designer color name: Dark Brown,Item number: P00956062,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/loewe-campo-leather-biker-boots-brown-p00956062
"Men,Designers,Gianvito Rossi,Shoes,Espadrilles",https://www.mytheresa.com/media/1094/1238/100/0d/P00636202.jpg,Gianvito Rossi,Lido suede espadrilles,€ 580,€ 348,40% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Upper: leather,Comes with a box, Comes with dust bag,Designer color name: Denim,Made in Italy,Item number: P00636202,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/gianvito-rossi-lido-suede-espadrilles-blue-p00636202
"Men,Designers,Gianvito Rossi,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/3e/P00527266.jpg,Gianvito Rossi,Julio suede loafers,€ 545,€ 327,40% off,"EU 40,EU 41,EU 42,EU 42.5,EU 43,EU 43.5,EU 44,EU 45,EU 46","Lining: leather,Toe shape: round toe,Sole: leather insole and sole,Upper: calf leather, goat leather,Made in Italy,Designer color name: Camel+Camel,Item number: P00527266,True to size,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/gianvito-rossi-julio-suede-loafers-brown-p00527266
"Men,Designers,Derek Rose,Shoes,Slippers",https://www.mytheresa.com/media/1094/1238/100/bb/P00749358.jpg,Derek Rose,Douglas suede and shearling slippers,€ 185,€ 111,40% off,"UK 7 / EU 41,UK 8 / EU 42,UK 9 / EU 43,UK 10 / EU 44,UK 11 / EU 45,UK 12 / EU 46,UK 13 / EU 47","Lining: shearling,Sole: shearling insole, leather sole,Toe shape: round toe,Upper: leather,Comes with a box,Designer color name: Black,Made in the UK,Item number: P00749358,True to size,Half sizes please take the next size up,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/derek-rose-douglas-suede-and-shearling-slippers-black-p00749358
"Men,Designers,Gianvito Rossi,Shoes,Espadrilles",https://www.mytheresa.com/media/1094/1238/100/5c/P00735913.jpg,Gianvito Rossi,Lido suede espadrilles,€ 580,€ 348,40% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Lining: leather,Sole: leather insole, rubber sole,Upper: goat leather,Toe shape: almond toe,Made in Spain,Designer color name: Camel,Comes with a box, Comes with dust bag,Item number: P00735913,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/gianvito-rossi-lido-suede-espadrilles-beige-p00735913
"Men,Designers,Adidas,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/02/P00910080.jpg,Adidas,x Wales Bonner SL76 leather-trimmed sneakers,€ 150,€ 120,20% off,"UK 6 / EU 39 1/3,UK 6.5 / EU 40,UK 7 / EU 40 2/3,UK 7.5 / EU 41 1/3,UK 8 / EU 42,UK 8.5 / EU 42 2/3,UK 9 / EU 43 1/3,UK 9.5 / EU 44,UK 10 / EU 44 2/3,UK 10.5 / EU 45 1/3,UK 11 / EU 46,UK 11.5 / EU 46 2/3,UK 12 / EU 47 1/3,UK 13 / EU 48 2/3,UK 13.5 / EU 49 1/3","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box, dust bag, extra laces,Designer color name: Blue,Trim: leather,Closure: lace-up,Item number: P00910080,Fits small to size - we recommend trying one size larger,Best fit for narrow feet,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/adidas-x-wales-bonner-sl76-leather-trimmed-sneakers-blue-p00910080
"Men,Designers,Adidas,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/c5/P00910082.jpg,Adidas,x Wales Bonner SL76 leather-trimmed sneakers,€ 150,€ 120,20% off,"UK 6 / EU 39 1/3,UK 6.5 / EU 40,UK 7 / EU 40 2/3,UK 7.5 / EU 41 1/3,UK 8 / EU 42,UK 8.5 / EU 42 2/3,UK 9 / EU 43 1/3,UK 9.5 / EU 44,UK 10 / EU 44 2/3,UK 10.5 / EU 45 1/3,UK 11 / EU 46,UK 11.5 / EU 46 2/3,UK 12 / EU 47 1/3,UK 13 / EU 48 2/3,UK 13.5 / EU 49 1/3","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box, dust bag, extra laces,Designer color name: Yellow,Closure: lace-up,Item number: P00910082,Fits small to size - we recommend trying one size larger,Best fit for narrow feet,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/adidas-x-wales-bonner-sl76-leather-trimmed-sneakers-yellow-p00910082
"Men,Designers,Gianvito Rossi,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/e2/P00945550.jpg,Gianvito Rossi,George suede loafers,€ 664,€ 398,40% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: calf leather,Lining: leather,Sole: leather insole and sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Denim,Item number: P00945550,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/gianvito-rossi-george-suede-loafers-blue-p00945550
"Men,Designers,Adidas,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/d8/P00910083.jpg,Adidas,x Wales Bonner Samba leather sneakers,€ 210,€ 168,20% off,"UK 6 / EU 39 1/3,UK 6.5 / EU 40,UK 7 / EU 40 2/3,UK 7.5 / EU 41 1/3,UK 8 / EU 42,UK 8.5 / EU 42 2/3,UK 9 / EU 43 1/3,UK 9.5 / EU 44,UK 10 / EU 44 2/3,UK 10.5 / EU 45 1/3,UK 11 / EU 46,UK 11.5 / EU 46 2/3,UK 12 / EU 47 1/3,UK 13 / EU 48 2/3,UK 13.5 / EU 49 1/3","Upper: leather,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Beige,Closure: lace-up,Item number: P00910083,Fits slightly small to size - we recommend trying a half size larger,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/adidas-x-wales-bonner-samba-leather-sneakers-beige-p00910083
"Men,Designers,Asics,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/86/P00951583.jpg,Asics,x Hay Skyhand OG leather sneakers,€ 100,€ 80,20% off,"US 4 / EU 36,US 4.5 / EU 37,US 5 / EU 37.5,US 5.5 / EU 38,US 6 / EU 39,US 6.5 / EU 39.5,US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43.5,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 46","Upper: suede,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Light Lilac/Blueberry,Closure: lace-up,Item number: P00951583,True to size,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/asics-x-hay-skyhand-og-leather-sneakers-pink-p00951583
"Men,Designers,Gianvito Rossi,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/01/P00945549.jpg,Gianvito Rossi,George suede penny loafers,€ 664,€ 332,50% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: suede,Lining: leather,Sole: leather insole and sole,Toe shape: almond toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Texas,Item number: P00945549,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/gianvito-rossi-george-suede-penny-loafers-brown-p00945549
"Men,Designers,Gianvito Rossi,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/89/P00945552.jpg,Gianvito Rossi,Jean velvet loafers,€ 748,€ 374,50% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: fabric,Lining: leather,Sole: leather insole and sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Denim Denim,Item number: P00945552,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/gianvito-rossi-jean-velvet-loafers-blue-p00945552
"Men,Designers,Asics,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/b6/P00960120.jpg,Asics,Gel-Kayano 14 sneakers,€ 135,€ 108,20% off,"US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43.5,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 46,US 12 / EU 46.5,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in Vietnam,Includes: shoe box,Designer color name: White/Tai-Chi Yellow,Closure: lace-up,Item number: P00960120,Fits slightly small to size - we recommend trying a half size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/asics-gel-kayano-14-sneakers-multicoloured-p00960120
"Men,Designers,Gianvito Rossi,Shoes,Formal shoes,Monk strap",https://www.mytheresa.com/media/1094/1238/100/e8/P00945551.jpg,Gianvito Rossi,Scott leather monk strap shoes,€ 714,€ 428,40% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: calf leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Black,Item number: P00945551,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/gianvito-rossi-scott-leather-monk-strap-shoes-black-p00945551
"Men,Designers,Asics,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/51/P00960114.jpg,Asics,Gel-Quantum 360 VIII sneakers,€ 160,€ 128,20% off,"US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43.5,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 46,US 12 / EU 46.5,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Illuminate Yellow/Black,Closure: lace-up,Item number: P00960114,True to size,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/asics-gel-quantum-360-viii-sneakers-yellow-p00960114
"Men,Designers,Asics,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/7c/P00951614.jpg,Asics,Up There X Gel-Terrain trail running sneakers,€ 150,€ 120,20% off,"US 6 / EU 39,US 6.5 / EU 39.5,US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43.5,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 46,US 12 / EU 46.5,US 12.5 / EU 47,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in Vietnam,Includes: shoe box, extra laces,Designer color name: Purple/Lavendar,Item number: P00951614,Fits slightly small to size - we recommend trying a half size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/asics-up-there-x-gel-terrain-trail-running-sneakers-purple-p00951614
"Men,Designers,Common Projects,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/45/P00951886.jpg,Common Projects,Original Achilles Low leather sneakers,€ 355,€ 213,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Upper: leather, rubber,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bags,Designer color name: Forest Green,Closure: lace-up,Item number: P00951886,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/common-projects-original-achilles-low-leather-sneakers-green-p00951886
"Men,Designers,Asics,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/03/P00960115.jpg,Asics,Gel-Terrain sneakers,€ 125,€ 100,20% off,"US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43.5,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 46,US 12 / EU 46.5,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Black/Truffle Grey,Item number: P00960115,Fits slightly small to size - we recommend trying a half size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/asics-gel-terrain-sneakers-multicoloured-p00960115
"Men,Designers,Common Projects,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/51/P00951887.jpg,Common Projects,Achilles suede sneakers,€ 355,€ 248,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Upper: leather, rubber,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag, extra laces,Designer color name: Grey,Closure: lace-up,Item number: P00951887,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/common-projects-achilles-suede-sneakers-grey-p00951887
