breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,sizes,product_details,URL
"Men,Designers,DRKSHDW by Rick Owens,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/81/P00951924.jpg,DRKSHDW by Rick Owens,Hexa Sneaks canvas sneakers,€ 480,€ 336,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47,EU 48","Upper: fabric,Lining: fabric,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Black/Pearl/Milk/Milk,Closure: zipped side, lace-up,Item number: P00951924,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/drkshdw-by-rick-owens-hexa-sneaks-canvas-sneakers-black-p00951924
"Men,Designers,George Cleverley,Shoes,Boots,Chelsea boots",https://www.mytheresa.com/media/1094/1238/100/90/P00964636.jpg,George Cleverley,Jason suede Chelsea boots,€ 700,€ 350,50% off,"UK 6 / EU 40,UK 7 / EU 41,UK 8 / EU 42,UK 8.5 / EU 42.5,UK 9 / EU 43,UK 9.5 / EU 43.5,UK 10 / EU 44,UK 10.5 / EU 44.5,UK 11 / EU 45,UK 12 / EU 46,UK 13 / EU 47","Upper: leather, rubber,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in the UK,Includes: shoe box, dust bags,Designer color name: Coffee 292,Item number: P00964636,Fits slightly small to size - we recommend trying a half size larger,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/george-cleverley-jason-suede-chelsea-boots-brown-p00964636
"Men,Designers,On,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/3e/P00960562.jpg,On,Cloudmonster 2 running shoes,€ 160,€ 128,20% off,"US 7 / EU 40,US 8 / EU 41,US 9 / EU 42.5,US 10 / EU 44,US 11 / EU 45,US 12 / EU 47,US 13 / EU 48","Upper: fabric, rubber,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: White | Flame,Closure: lace-up,Item number: P00960562,True to size,Half sizes please take the next size up,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/on-cloudmonster-2-sneakers-white-p00960562
"Men,Designers,Tod's,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/6e/P00954558.jpg,Tod's,Suede penny loafers,€ 465,€ 325,30% off,"UK 6 / EU 39.5,UK 7 / EU 40.5/41,UK 7.5 / EU 41/41.5,UK 8 / EU 42,UK 8.5 / EU 42.5/43,UK 9 / EU 43/43.5,UK 9.5 / EU 44,UK 10 / EU 44.5,UK 10.5 / EU 45/45.5,UK 11 / EU 45.5/46,UK 12 / EU 47,UK 13 / EU 48/48.5","Upper: leather,Lining: leather,Sole: rubber insole and sole,Toe shape: square toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: Fango Fondo Nero,Item number: P00954558,Fits large to size - we recommend trying one size smaller,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tods-suede-penny-loafers-brown-p00954558
"Men,Designers,New Balance,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/d4/P00970181.jpg,New Balance,1906 sneakers,€ 160,€ 128,20% off,"US 6.5 / EU 39.5,US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 45.5,US 12 / EU 46.5,US 13 / EU 47.5","Upper: fabric, rubber,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Black/Dark Silver Metallic,Item number: P00970181,Fits slightly small to size - we recommend trying a half size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/new-balance-1906-sneakers-black-p00970181
"Men,Designers,Salomon,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/91/P00951824.jpg,Salomon,XT 6 Expanse running shoes,€ 140,€ 112,20% off,"UK 6 / EU 39 1/3,UK 6.5 / EU 40,UK 7 / EU 40 2/3,UK 7.5 / EU 41 1/3,UK 8 / EU 42,UK 8.5 / EU 42 2/3,UK 9 / EU 43 1/3,UK 9.5 / EU 44,UK 10 / EU 44 2/3,UK 10.5 / EU 45 1/3,UK 11 / EU 46,UK 11.5 / EU 46 2/3,UK 12 / EU 47 1/3,UK 12.5 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: White/Metal/Black,Closure: lace-up,Item number: P00951824,Fits slightly small to size - we recommend trying a half size larger,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/salomon-xt-6-expanse-running-shoes-white-p00951824
"Men,Designers,New Balance,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/bf/P00951793.jpg,New Balance,991 leather sneakers,€ 210,€ 168,20% off,"US 6.5 / EU 39.5,US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 45.5,US 12 / EU 46.5,US 13 / EU 47.5","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in the UK,Includes: shoe box,Designer color name: Pinecone/Brown,Item number: P00951793,Fits slightly small to size - we recommend trying a half size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/new-balance-991-leather-sneakers-brown-p00951793
"Men,Designers,New Balance,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/11/P00951790.jpg,New Balance,Made In UK 991v2 suede sneakers,€ 210,€ 168,20% off,"US 6.5 / EU 39.5,US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 45.5,US 12 / EU 46.5,US 13 / EU 47.5","Upper: leather,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in the UK,Includes: shoe box,Designer color name: Brandied Apricot/Naval Academy,Trim: fabric,Closure: lace-up,Item number: P00951790,True to size,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/new-balance-made-in-uk-991v2-suede-sneakers-pink-p00951790
"Men,Designers,New Balance,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/13/P00951792.jpg,New Balance,991v2 sneakers,€ 210,€ 168,20% off,"US 6.5 / EU 39.5,US 7 / EU 40,US 7.5 / EU 40.5,US 8 / EU 41.5,US 8.5 / EU 42,US 9 / EU 42.5,US 9.5 / EU 43,US 10 / EU 44,US 10.5 / EU 44.5,US 11 / EU 45,US 11.5 / EU 45.5,US 12 / EU 46.5,US 13 / EU 47.5","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in the UK,Includes: shoe box,Designer color name: Kombu Green/Black Forest,Closure: lace-up,Item number: P00951792,True to size,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/new-balance-991v2-sneakers-green-p00951792
"Men,Designers,Hoka One One,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/42/P00970162.jpg,Hoka One One,Tor Summit sneakers,€ 175,€ 140,20% off,"US 7 / EU 40,US 8 / EU 41 1/3,US 9 / EU 42 2/3,US 10 / EU 44,US 11 / EU 45 1/3,US 12 / EU 46 2/3,US 13 / EU 48","Upper: leather,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in Vietnam,Includes: shoe box, extra laces,Designer color name: Hazelnut / Black,Trim: rubber,Closure: lace-up,Item number: P00970162,Fits small to size - we recommend trying one size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/hoka-one-one-tor-summit-sneakers-brown-p00970162
"Men,Designers,Hoka One One,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/61/P00970163.jpg,Hoka One One,Tor Summit sneakers,€ 175,€ 140,20% off,"US 7 / EU 40,US 8 / EU 41 1/3,US 9 / EU 42 2/3,US 10 / EU 44,US 11 / EU 45 1/3,US 12 / EU 46 2/3,US 13 / EU 48","Upper: leather,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in Vietnam,Includes: shoe box, extra laces,Designer color name: Outer Orbit / Black,Trim: rubber,Closure: lace-up,Item number: P00970163,Fits small to size - we recommend trying one size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/hoka-one-one-tor-summit-sneakers-black-p00970163
"Men,Designers,Salomon,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/2d/P00951802.jpg,Salomon,Alpinway Advanced trail running shoes,€ 170,€ 136,20% off,"UK 6 / EU 39 1/3,UK 6.5 / EU 40,UK 7 / EU 40 2/3,UK 7.5 / EU 41 1/3,UK 8 / EU 42,UK 8.5 / EU 42 2/3,UK 9 / EU 43 1/3,UK 9.5 / EU 44,UK 10 / EU 44 2/3,UK 10.5 / EU 45 1/3,UK 11 / EU 46,UK 11.5 / EU 46 2/3,UK 12 / EU 47 1/3,UK 12.5 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in China,Includes: shoe box,Designer color name: Almond Milk/Plum Kitten,Trim: suede,Closure: dial cable lace,Item number: P00951802,Fits slightly small to size - we recommend trying a half size larger,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/salomon-alpinway-advanced-trail-running-shoes-white-p00951802
"Men,Designers,Hoka One One,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/a7/P00970148.jpg,Hoka One One,Bondi 8 Caged trail running shoes,€ 145,€ 116,20% off,"US 7 / EU 40,US 8 / EU 41 1/3,US 9 / EU 42 2/3,US 10 / EU 44,US 11 / EU 45 1/3,US 12 / EU 46 2/3,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box, extra laces,Designer color name: Umber / Deep Umber,Closure: lace-up,Item number: P00970148,Fits small to size - we recommend trying one size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/hoka-one-one-bondi-8-caged-trail-running-shoes-brown-p00970148
"Men,Designers,Balenciaga,Shoes,Boots,Ankle boots",https://www.mytheresa.com/media/1094/1238/100/5e/P00636495.jpg,Balenciaga,Trooper rubber boots,€ 750,€ 450,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Lining: rubber,Toe shape: square toe,Upper: rubber,Comes with dust bags,Comes with a box,Designer color name: Nero,Sole: rubber insole and sole,Made in Italy,Item number: P00636495,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/balenciaga-trooper-rubber-boots-black-p00636495
"Men,Designers,Salomon,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/67/P00951816.jpg,Salomon,XT-4 OG sneakers,€ 160,€ 128,20% off,"UK 6 / EU 39 1/3,UK 6.5 / EU 40,UK 7 / EU 40 2/3,UK 7.5 / EU 41 1/3,UK 8 / EU 42,UK 8.5 / EU 42 2/3,UK 9 / EU 43 1/3,UK 9.5 / EU 44,UK 10 / EU 44 2/3,UK 10.5 / EU 45 1/3,UK 11 / EU 46,UK 11.5 / EU 46 2/3,UK 12 / EU 47 1/3,UK 12.5 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in China,Includes: shoe box,Designer color name: Olive Night/Black/Aloe,Closure: lace-up,Item number: P00951816,Fits slightly small to size - we recommend trying a half size larger,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/salomon-xt-4-og-sneakers-brown-p00951816
"Men,Designers,Burberry,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/84/P00656618.jpg,Burberry,Polished leather loafers,€ 499,€ 299,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Lining: leather,Toe shape: round toe,Sole: leather insole and sole,Upper: leather,Comes with a box,Designer color name: Black,Made in Italy,Comes with dust bag,Item number: P00656618,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/burberry-polished-leather-loafers-black-p00656618
"Men,Designers,Salomon,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/6a/P00951821.jpg,Salomon,XT-6 sneakers,€ 150,€ 120,20% off,"UK 6 / EU 39 1/3,UK 6.5 / EU 40,UK 7 / EU 40 2/3,UK 7.5 / EU 41 1/3,UK 8 / EU 42,UK 8.5 / EU 42 2/3,UK 9 / EU 43 1/3,UK 9.5 / EU 44,UK 10 / EU 44 2/3,UK 10.5 / EU 45 1/3,UK 11 / EU 46,UK 11.5 / EU 46 2/3,UK 12 / EU 47 1/3,UK 12.5 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in Cambodia,Includes: shoe box,Designer color name: Black/Portabella/Pewter,Closure: drawstring, lace-up,Trim: rubber,Item number: P00951821,Fits slightly small to size - we recommend trying a half size larger,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/salomon-xt-6-sneakers-black-p00951821
"Men,Designers,Loewe,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/cb/P00745317.jpg,Loewe,x On Cloudventure running shoes,€ 295,€ 177,40% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Upper: fabric,Sole: fabric insole, rubber sole,Made in Vietnam,Comes with dust bags, Comes with a box,Designer color name: White,Closure: lace-up,Lining: fabric,Item number: P00745317,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/loewe-x-on-cloudventure-sneakers-white-p00745317
"Men,Designers,Balenciaga,Shoes,Sandals & slides",https://www.mytheresa.com/media/1094/1238/100/5a/P00700992.jpg,Balenciaga,Tourist sandals,€ 650,€ 390,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Toe shape: round open toe,Upper: fabric,Made in China,Closure: VELCRO® fastening,Lining: fabric,Comes with a box,Sole: rubber insole and sole,Comes with dust bag,Item number: P00700992,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/balenciaga-tourist-sandals-black-p00700992
"Men,Designers,Acne Studios,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/a8/P00760153.jpg,Acne Studios,Leather loafers,€ 499,€ 299,40% off,"EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Lining: leather,Sole: leather insole and sole,Upper: leather,Comes with dust bags,Designer color name: Black,Comes with a box,Made in Italy,Item number: P00760153,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/acne-studios-embellished-leather-loafers-black-p00760153
"Men,Designers,Tom Ford,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/71/P00738007.jpg,Tom Ford,Jagga suede-trimmed sneakers,€ 665,€ 465,30% off,"UK 6 / EU 39.5,UK 7 / EU 41,UK 8 / EU 42,UK 9 / EU 43.5,UK 10 / EU 44.5,UK 11 / EU 45.5,UK 12 / EU 47,UK 13 / EU 48,UK 14 / EU 49.5","Upper: fabric, leather,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box,Designer color name: Marble/Black + White,Comes with extra laces,Closure: lace-up,Comes with dust bags,Comes with a box,Item number: P00738007,True to size,Half sizes please take the next size up,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tom-ford-jagga-suede-sneakers-white-p00738007
"Men,Designers,Burberry,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/8c/P00818441.jpg,Burberry,Suede penny loafers,€ 525,€ 315,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Toe shape: round toe,Sole: leather insole and sole,Upper: leather,Made in Italy,Designer color name: Dark Brown,Comes with dust bag,Item number: P00818441,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/burberry-rupert-suede-loafers-brown-p00818441
"Men,Designers,Burberry,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/d4/P00818442.jpg,Burberry,Burberry Check felted penny loafers,€ 525,€ 367,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: fabric,Toe shape: round toe,Comes with dust bags,Sole: leather insole and sole,Made in Italy,Comes with a box,Item number: P00818442,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/burberry-burberry-check-felted-penny-loafers-beige-p00818442
"Men,Designers,John Lobb,Shoes,Derby Shoes",https://www.mytheresa.com/media/1094/1238/100/bb/P00829979.jpg,John Lobb,Rydal suede Derby shoes,"€ 1,255",€ 753,40% off,"UK 6 / EU 40,UK 7 / EU 41,UK 8 / EU 42,UK 9 / EU 43,UK 10 / EU 44,UK 11 / EU 45,UK 12 / EU 46","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in the UK,Designer color name: Dark Brown,Closure: lace-up,Comes with extra laces,Comes with dust bags,Comes with a box,Item number: P00829979,True to size,Half sizes please take the next size up,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/john-lobb-suede-oxford-shoes-brown-p00829979
"Men,Designers,Balenciaga,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/46/P00859147.jpg,Balenciaga,Bouncer sneakers,"€ 1,450","€ 1,015",30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45","Upper: fabric, rubber,Lining: fabric, rubber,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in China,Includes: dust bag, shoe box,Designer color name: Black,Closure: lace-up,Hardware color: silver,Item number: P00859147,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/balenciaga-bouncer-sneakers-black-p00859147
"Men,Designers,John Lobb,Shoes,Formal shoes,Derby",https://www.mytheresa.com/media/1094/1238/100/a3/P00829980.jpg,John Lobb,Rydal leather Oxford shoes ,"€ 1,255",€ 753,40% off,"UK 6 / EU 40,UK 7 / EU 41,UK 8 / EU 42,UK 9 / EU 43,UK 10 / EU 44,UK 11 / EU 45,UK 12 / EU 46","Upper: calf leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in the UK,Includes: shoe box, dust bags, extra laces,Designer color name: Black,Closure: lace-up,Item number: P00829980,True to size,Half sizes please take the next size up,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/john-lobb-city-ii-leather-oxford-shoes-black-p00829980
"Men,Designers,Manolo Blahnik,Shoes,Slippers",https://www.mytheresa.com/media/1094/1238/100/8e/P00831137.jpg,Manolo Blahnik,Suede slippers,€ 419,€ 251,40% off,"UK 6 / EU 40,UK 7 / EU 41,UK 8 / EU 42,UK 9 / EU 43,UK 10 / EU 44,UK 11 / EU 45","Upper: leather,Lining: leather,Sole: leather insole and sole,Toe shape: almond toe,Made in Italy,Includes: shoe box, dust bag,Designer color name: 4109 Navy,Item number: P00831137,True to size,Half sizes please take the next size down,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/manolo-blahnik-suede-slippers-blue-p00831137
